amount,check,category
4250,7,Fraud
6793,12,Not Fraud
2892,25,Fraud
5134,13,Not Fraud
2396,2,Fraud
4742,19,Not Fraud
414,7,Fraud
3774,9,Not Fraud
3191,13,Fraud
6299,8,Not Fraud
2262,7,Fraud
6283,24,Not Fraud
5064,24,Fraud
4379,6,Not Fraud
4945,29,Fraud
6628,11,Not Fraud
362,5,Fraud
6930,9,Not Fraud
262,27,Fraud
5570,22,Not Fraud
5966,18,Fraud
5277,26,Not Fraud
3178,8,Fraud
2579,14,Not Fraud
674,6,Fraud
5543,1,Not Fraud
2041,4,Fraud
6569,26,Not Fraud
2212,9,Fraud
4578,26,Not Fraud
1060,1,Fraud
3042,13,Not Fraud
1608,13,Fraud
6446,14,Not Fraud
3701,12,Fraud
6799,15,Not Fraud
1334,5,Fraud
3713,23,Not Fraud
6079,26,Fraud
2090,1,Not Fraud
1067,20,Fraud
3853,17,Not Fraud
6518,5,Fraud
591,4,Not Fraud
5728,17,Fraud
6943,29,Not Fraud
6897,4,Fraud
4869,10,Not Fraud
5608,6,Fraud
4653,22,Not Fraud
1959,21,Fraud
2519,14,Not Fraud
2416,26,Fraud
5937,19,Not Fraud
4699,12,Fraud
993,11,Not Fraud
6356,19,Fraud
6123,3,Not Fraud
2841,18,Fraud
5158,5,Not Fraud
6009,24,Fraud
4630,24,Not Fraud
5922,29,Fraud
6603,10,Not Fraud
6568,8,Fraud
1499,29,Not Fraud
5111,14,Fraud
6685,11,Not Fraud
3391,4,Fraud
2777,25,Not Fraud
5907,24,Fraud
2613,4,Not Fraud
1561,28,Fraud
5425,2,Not Fraud
1705,20,Fraud
4572,3,Not Fraud
946,14,Fraud
3055,1,Not Fraud
4625,1,Fraud
3986,30,Not Fraud
3127,7,Fraud
868,15,Not Fraud
2461,16,Fraud
6531,23,Not Fraud
6403,5,Fraud
2649,18,Not Fraud
4147,19,Fraud
3071,24,Not Fraud
4936,28,Fraud
1460,16,Not Fraud
2062,4,Fraud
4456,6,Not Fraud
3903,20,Fraud
4193,17,Not Fraud
1319,27,Fraud
6199,2,Not Fraud
6629,2,Fraud
6395,17,Not Fraud
6603,9,Fraud
5043,21,Not Fraud
3766,1,Fraud
4963,9,Not Fraud
3903,21,Fraud
4538,2,Not Fraud
1229,5,Fraud
2309,20,Not Fraud
4185,11,Fraud
5556,26,Not Fraud
6858,21,Fraud
994,2,Not Fraud
6736,6,Fraud
3345,25,Not Fraud
3198,26,Fraud
909,9,Not Fraud
6716,13,Fraud
6488,20,Not Fraud
4342,23,Fraud
587,21,Not Fraud
5802,25,Fraud
4192,10,Not Fraud
3855,2,Fraud
2397,2,Not Fraud
5530,23,Fraud
2797,12,Not Fraud
4900,22,Fraud
4005,30,Not Fraud
531,7,Fraud
4913,10,Not Fraud
2739,12,Fraud
735,20,Not Fraud
6244,16,Fraud
4788,6,Not Fraud
2274,2,Fraud
1602,10,Not Fraud
5134,30,Fraud
3705,29,Not Fraud
6785,27,Fraud
1133,3,Not Fraud
3212,9,Fraud
3750,10,Not Fraud
2014,27,Fraud
3735,19,Not Fraud
6373,14,Fraud
501,13,Not Fraud
4070,15,Fraud
639,7,Not Fraud
6039,9,Fraud
6317,8,Not Fraud
6143,14,Fraud
1287,3,Not Fraud
2189,7,Fraud
2912,25,Not Fraud
4880,25,Fraud
3021,8,Not Fraud
6569,24,Fraud
5859,18,Not Fraud
5783,4,Fraud
3437,4,Not Fraud
1856,22,Fraud
6708,16,Not Fraud
2463,17,Fraud
2477,14,Not Fraud
6465,21,Fraud
1160,6,Not Fraud
5548,2,Fraud
3946,10,Not Fraud
4399,7,Fraud
3099,30,Not Fraud
2966,7,Fraud
2818,30,Not Fraud
2158,30,Fraud
2073,12,Not Fraud
5691,20,Fraud
3058,25,Not Fraud
4902,30,Fraud
3889,5,Not Fraud
2124,23,Fraud
517,30,Not Fraud
1563,28,Fraud
5654,1,Not Fraud
1250,1,Fraud
3116,11,Not Fraud
3392,6,Fraud
906,1,Not Fraud
6413,16,Fraud
3430,29,Not Fraud
5051,30,Fraud
6668,14,Not Fraud
602,9,Fraud
6097,14,Not Fraud
2256,19,Fraud
6490,28,Not Fraud
4515,23,Fraud
3627,14,Not Fraud
4467,17,Fraud
2968,3,Not Fraud
3516,19,Fraud
276,13,Not Fraud
6859,26,Fraud
6165,25,Not Fraud
1155,7,Fraud
3760,25,Not Fraud
3643,18,Fraud
1288,2,Not Fraud
6439,16,Fraud
6178,24,Not Fraud
459,29,Fraud
5447,29,Not Fraud
3450,22,Fraud
6186,13,Not Fraud
1812,28,Fraud
5665,5,Not Fraud
5868,25,Fraud
3593,24,Not Fraud
3072,6,Fraud
397,21,Not Fraud
3195,1,Fraud
5021,11,Not Fraud
5492,3,Fraud
3865,10,Not Fraud
2488,18,Fraud
2739,25,Not Fraud
712,13,Fraud
5403,1,Not Fraud
2005,6,Fraud
2011,3,Not Fraud
6956,4,Fraud
6170,7,Not Fraud
5332,17,Fraud
2560,16,Not Fraud
5300,23,Fraud
6500,26,Not Fraud
6215,11,Fraud
4307,13,Not Fraud
2314,18,Fraud
5013,3,Not Fraud
4025,4,Fraud
5429,17,Not Fraud
689,1,Fraud
4815,19,Not Fraud
5059,19,Fraud
1941,20,Not Fraud
2950,2,Fraud
4187,2,Not Fraud
5989,11,Fraud
3449,8,Not Fraud
2356,22,Fraud
4883,6,Not Fraud
1266,24,Fraud
1573,5,Not Fraud
2396,13,Fraud
1399,17,Not Fraud
6841,7,Fraud
2594,19,Not Fraud
3137,28,Fraud
2758,8,Not Fraud
3703,27,Fraud
1723,1,Not Fraud
6434,10,Fraud
2303,26,Not Fraud
268,25,Fraud
3677,15,Not Fraud
406,16,Fraud
4468,28,Not Fraud
5952,29,Fraud
3912,13,Not Fraud
5831,14,Fraud
4612,27,Not Fraud
639,11,Fraud
6825,17,Not Fraud
4625,24,Fraud
6099,4,Not Fraud
3048,20,Fraud
4330,27,Not Fraud
5225,17,Fraud
5263,12,Not Fraud
5505,13,Fraud
4228,13,Not Fraud
4540,11,Fraud
2579,19,Not Fraud
826,22,Fraud
1899,17,Not Fraud
3218,21,Fraud
6152,1,Not Fraud
3849,6,Fraud
1465,14,Not Fraud
6709,16,Fraud
5308,18,Not Fraud
5720,11,Fraud
964,14,Not Fraud
1160,3,Fraud
3718,24,Not Fraud
424,24,Fraud
2441,7,Not Fraud
5574,24,Fraud
2847,13,Not Fraud
287,29,Fraud
2081,13,Not Fraud
1360,28,Fraud
1703,14,Not Fraud
4610,27,Fraud
6309,18,Not Fraud
405,10,Fraud
5288,25,Not Fraud
1729,23,Fraud
5141,18,Not Fraud
3664,7,Fraud
6814,5,Not Fraud
2076,8,Fraud
2250,6,Not Fraud
5558,23,Fraud
4012,15,Not Fraud
4773,4,Fraud
6607,20,Not Fraud
4888,21,Fraud
3062,4,Not Fraud
6522,27,Fraud
3974,1,Not Fraud
4476,25,Fraud
5438,3,Not Fraud
1554,22,Fraud
4915,27,Not Fraud
2280,18,Fraud
6025,4,Not Fraud
4832,28,Fraud
536,12,Not Fraud
4611,18,Fraud
1514,10,Not Fraud
812,20,Fraud
2679,7,Not Fraud
3676,7,Fraud
6243,11,Not Fraud
1607,2,Fraud
4384,14,Not Fraud
5179,27,Fraud
6500,26,Not Fraud
2078,1,Fraud
4866,10,Not Fraud
3259,16,Fraud
5560,8,Not Fraud
2253,29,Fraud
6183,4,Not Fraud
5202,21,Fraud
2566,5,Not Fraud
3401,17,Fraud
6924,17,Not Fraud
2521,22,Fraud
5101,30,Not Fraud
4879,4,Fraud
732,17,Not Fraud
3475,1,Fraud
3145,1,Not Fraud
3877,14,Fraud
2777,26,Not Fraud
986,9,Fraud
5771,14,Not Fraud
5736,20,Fraud
2275,27,Not Fraud
2612,30,Fraud
470,29,Not Fraud
5113,6,Fraud
310,1,Not Fraud
382,17,Fraud
5673,5,Not Fraud
4932,6,Fraud
6512,13,Not Fraud
1730,17,Fraud
2758,25,Not Fraud
4080,5,Fraud
4496,12,Not Fraud
2141,3,Fraud
2135,23,Not Fraud
4967,11,Fraud
671,26,Not Fraud
5308,8,Fraud
2010,26,Not Fraud
243,25,Fraud
3399,14,Not Fraud
5447,7,Fraud
4078,14,Not Fraud
1732,6,Fraud
6618,20,Not Fraud
4142,20,Fraud
1338,28,Not Fraud
6076,22,Fraud
5864,23,Not Fraud
5543,19,Fraud
3455,4,Not Fraud
3566,3,Fraud
1989,12,Not Fraud
4390,24,Fraud
1407,4,Not Fraud
6847,6,Fraud
3662,19,Not Fraud
4970,27,Fraud
5986,21,Not Fraud
6460,14,Fraud
2555,7,Not Fraud
463,28,Fraud
1817,29,Not Fraud
6675,7,Fraud
5618,5,Not Fraud
6833,9,Fraud
587,5,Not Fraud
2494,2,Fraud
3288,17,Not Fraud
6684,8,Fraud
6542,15,Not Fraud
4801,1,Fraud
4405,21,Not Fraud
3084,7,Fraud
3200,18,Not Fraud
6552,18,Fraud
356,13,Not Fraud
1923,29,Fraud
3331,13,Not Fraud
3905,25,Fraud
2386,5,Not Fraud
5099,21,Fraud
6857,9,Not Fraud
3862,1,Fraud
6886,3,Not Fraud
6248,26,Fraud
4415,14,Not Fraud
955,17,Fraud
3075,1,Not Fraud
415,30,Fraud
458,1,Not Fraud
1036,11,Fraud
6031,17,Not Fraud
4962,7,Fraud
1313,6,Not Fraud
1330,13,Fraud
3084,23,Not Fraud
901,9,Fraud
1476,30,Not Fraud
2988,25,Fraud
769,5,Not Fraud
1246,19,Fraud
4339,16,Not Fraud
4169,8,Fraud
5775,24,Not Fraud
6944,3,Fraud
4929,28,Not Fraud
3160,28,Fraud
520,3,Not Fraud
4007,24,Fraud
2913,13,Not Fraud
896,8,Fraud
4656,8,Not Fraud
363,1,Fraud
4148,21,Not Fraud
4697,4,Fraud
3145,30,Not Fraud
6768,8,Fraud
3610,8,Not Fraud
4758,22,Fraud
4016,21,Not Fraud
5557,30,Fraud
5147,28,Not Fraud
723,18,Fraud
4496,27,Not Fraud
942,21,Fraud
979,29,Not Fraud
5286,15,Fraud
1713,12,Not Fraud
5782,12,Fraud
5504,4,Not Fraud
582,30,Fraud
1102,18,Not Fraud
5337,6,Fraud
2807,16,Not Fraud
5342,21,Fraud
5660,17,Not Fraud
2825,21,Fraud
4040,14,Not Fraud
4553,11,Fraud
5204,5,Not Fraud
2165,26,Fraud
490,2,Not Fraud
3955,13,Fraud
560,26,Not Fraud
1114,27,Fraud
1240,22,Not Fraud
6644,24,Fraud
5165,9,Not Fraud
2291,27,Fraud
3551,10,Not Fraud
2339,19,Fraud
2784,6,Not Fraud
5574,16,Fraud
1801,11,Not Fraud
2970,6,Fraud
5096,3,Not Fraud
1732,5,Fraud
5367,15,Not Fraud
6653,17,Fraud
3750,4,Not Fraud
5714,17,Fraud
1501,13,Not Fraud
2308,12,Fraud
989,15,Not Fraud
6522,2,Fraud
1415,2,Not Fraud
6629,23,Fraud
1006,19,Not Fraud
4489,28,Fraud
2392,6,Not Fraud
4359,20,Fraud
6341,6,Not Fraud
5157,20,Fraud
4720,3,Not Fraud
3474,24,Fraud
1873,17,Not Fraud
637,28,Fraud
6725,24,Not Fraud
4514,28,Fraud
4376,19,Not Fraud
600,21,Fraud
6166,27,Not Fraud
407,6,Fraud
5465,8,Not Fraud
3199,11,Fraud
1223,2,Not Fraud
3936,15,Fraud
5939,4,Not Fraud
3950,3,Fraud
993,21,Not Fraud
5947,23,Fraud
3306,5,Not Fraud
4105,28,Fraud
6231,16,Not Fraud
6265,15,Fraud
806,15,Not Fraud
5838,21,Fraud
5320,28,Not Fraud
861,25,Fraud
3252,17,Not Fraud
5427,28,Fraud
2686,18,Not Fraud
5925,9,Fraud
4511,23,Not Fraud
3662,5,Fraud
1442,16,Not Fraud
6661,10,Fraud
3846,5,Not Fraud
6481,23,Fraud
3937,27,Not Fraud
6230,28,Fraud
5023,15,Not Fraud
2440,14,Fraud
3445,18,Not Fraud
3279,20,Fraud
6923,3,Not Fraud
3691,6,Fraud
4989,8,Not Fraud
1553,30,Fraud
5166,3,Not Fraud
4865,18,Fraud
1072,2,Not Fraud
3234,10,Fraud
3823,30,Not Fraud
2496,2,Fraud
1827,29,Not Fraud
4005,2,Fraud
234,7,Not Fraud
5774,19,Fraud
5684,18,Not Fraud
5388,23,Fraud
5651,5,Not Fraud
6357,26,Fraud
6631,30,Not Fraud
5736,2,Fraud
268,27,Not Fraud
2328,1,Fraud
3999,14,Not Fraud
360,28,Fraud
3938,24,Not Fraud
6643,11,Fraud
5657,16,Not Fraud
4755,21,Fraud
6062,19,Not Fraud
1572,24,Fraud
4458,26,Not Fraud
5530,22,Fraud
5136,4,Not Fraud
3137,20,Fraud
3702,3,Not Fraud
754,21,Fraud
2770,22,Not Fraud
1109,12,Fraud
3673,20,Not Fraud
6540,7,Fraud
5491,6,Not Fraud
1382,14,Fraud
3815,11,Not Fraud
2812,21,Fraud
568,26,Not Fraud
3543,30,Fraud
1958,17,Not Fraud
3230,2,Fraud
2840,27,Not Fraud
6766,13,Fraud
3649,12,Not Fraud
821,30,Fraud
3269,8,Not Fraud
6324,13,Fraud
6799,27,Not Fraud
338,17,Fraud
813,9,Not Fraud
1582,7,Fraud
6479,12,Not Fraud
1781,8,Fraud
3739,28,Not Fraud
1029,9,Fraud
2162,2,Not Fraud
3629,15,Fraud
4224,20,Not Fraud
252,3,Fraud
4690,13,Not Fraud
4826,2,Fraud
3698,22,Not Fraud
4213,9,Fraud
936,22,Not Fraud
2419,29,Fraud
5780,17,Not Fraud
3830,25,Fraud
4301,4,Not Fraud
6016,30,Fraud
762,18,Not Fraud
2598,22,Fraud
6588,23,Not Fraud
6313,16,Fraud
5889,5,Not Fraud
5504,17,Fraud
5217,6,Not Fraud
4875,30,Fraud
5734,14,Not Fraud
1955,18,Fraud
834,16,Not Fraud
2218,1,Fraud
1554,2,Not Fraud
6772,11,Fraud
4362,11,Not Fraud
2323,29,Fraud
5982,29,Not Fraud
4728,18,Fraud
4101,4,Not Fraud
3610,13,Fraud
6533,23,Not Fraud
3536,27,Fraud
6544,16,Not Fraud
905,7,Fraud
4431,17,Not Fraud
6740,25,Fraud
6729,11,Not Fraud
2844,29,Fraud
5720,21,Not Fraud
6653,21,Fraud
691,2,Not Fraud
1615,14,Fraud
2243,24,Not Fraud
2843,10,Fraud
4704,29,Not Fraud
3615,18,Fraud
6213,30,Not Fraud
1198,16,Fraud
1376,16,Not Fraud
1963,7,Fraud
5985,30,Not Fraud
6701,18,Fraud
4332,7,Not Fraud
6361,17,Fraud
5988,25,Not Fraud
3688,4,Fraud
1615,13,Not Fraud
4733,13,Fraud
6622,1,Not Fraud
6514,5,Fraud
5995,22,Not Fraud
4514,14,Fraud
339,22,Not Fraud
3270,9,Fraud
4337,23,Not Fraud
514,27,Fraud
3574,19,Not Fraud
6835,15,Fraud
4872,18,Not Fraud
3586,29,Fraud
2209,28,Not Fraud
2384,6,Fraud
3335,15,Not Fraud
505,11,Fraud
4935,2,Not Fraud
6858,7,Fraud
2674,29,Not Fraud
2081,11,Fraud
1187,26,Not Fraud
4219,14,Fraud
2246,23,Not Fraud
2965,10,Fraud
4001,11,Not Fraud
4238,7,Fraud
1211,1,Not Fraud
6552,7,Fraud
1234,3,Not Fraud
1554,18,Fraud
345,10,Not Fraud
3136,12,Fraud
814,3,Not Fraud
5610,6,Fraud
4391,25,Not Fraud
1932,2,Fraud
1013,26,Not Fraud
4736,11,Fraud
2448,23,Not Fraud
6331,2,Fraud
5982,5,Not Fraud
759,2,Fraud
1681,1,Not Fraud
399,9,Fraud
3609,18,Not Fraud
5807,15,Fraud
2492,3,Not Fraud
5960,6,Fraud
791,13,Not Fraud
1262,27,Fraud
1847,17,Not Fraud
2600,25,Fraud
2544,20,Not Fraud
6194,27,Fraud
3520,30,Not Fraud
4997,27,Fraud
3290,2,Not Fraud
5705,20,Fraud
2991,2,Not Fraud
6757,27,Fraud
3248,5,Not Fraud
1536,2,Fraud
6012,12,Not Fraud
4390,12,Fraud
5098,28,Not Fraud
1413,6,Fraud
2887,27,Not Fraud
2272,3,Fraud
1613,14,Not Fraud
908,11,Fraud
603,4,Not Fraud
433,12,Fraud
4630,1,Not Fraud
4487,10,Fraud
5163,16,Not Fraud
3151,3,Fraud
6068,4,Not Fraud
1300,6,Fraud
4281,19,Not Fraud
6769,26,Fraud
1697,2,Not Fraud
5371,5,Fraud
3185,17,Not Fraud
2372,25,Fraud
2923,8,Not Fraud
4216,18,Fraud
2341,9,Not Fraud
5385,13,Fraud
2737,26,Not Fraud
6988,1,Fraud
4589,8,Not Fraud
2820,17,Fraud
926,16,Not Fraud
3305,22,Fraud
1511,3,Not Fraud
4542,22,Fraud
1741,30,Not Fraud
5601,14,Fraud
4965,12,Not Fraud
1673,1,Fraud
963,26,Not Fraud
735,22,Fraud
6101,10,Not Fraud
2475,8,Fraud
1223,20,Not Fraud
6671,2,Fraud
6779,8,Not Fraud
3508,19,Fraud
6932,18,Not Fraud
205,6,Fraud
1719,26,Not Fraud
6797,28,Fraud
5741,8,Not Fraud
1524,3,Fraud
1560,23,Not Fraud
274,28,Fraud
2263,21,Not Fraud
2975,14,Fraud
1377,3,Not Fraud
2039,14,Fraud
343,10,Not Fraud
321,3,Fraud
1917,28,Not Fraud
3932,21,Fraud
2430,10,Not Fraud
5009,13,Fraud
1729,27,Not Fraud
5505,3,Fraud
5938,2,Not Fraud
3453,21,Fraud
312,24,Not Fraud
1704,21,Fraud
4694,13,Not Fraud
1679,28,Fraud
1380,13,Not Fraud
2259,13,Fraud
6269,26,Not Fraud
6327,7,Fraud
379,2,Not Fraud
6440,3,Fraud
5353,10,Not Fraud
6724,2,Fraud
2998,13,Not Fraud
314,28,Fraud
4833,9,Not Fraud
1420,11,Fraud
3107,25,Not Fraud
303,25,Fraud
3557,3,Not Fraud
1197,4,Fraud
6602,11,Not Fraud
4171,24,Fraud
3587,3,Not Fraud
3467,1,Fraud
5246,5,Not Fraud
4314,8,Fraud
3231,30,Not Fraud
6126,18,Fraud
5456,13,Not Fraud
986,6,Fraud
6437,13,Not Fraud
5819,21,Fraud
4443,4,Not Fraud
4253,7,Fraud
5745,3,Not Fraud
3486,12,Fraud
1533,10,Not Fraud
3975,16,Fraud
2283,15,Not Fraud
4544,2,Fraud
558,12,Not Fraud
5849,29,Fraud
6305,3,Not Fraud
4026,19,Fraud
4229,10,Not Fraud
5714,26,Fraud
4185,29,Not Fraud
5200,21,Fraud
6862,2,Not Fraud
6864,16,Fraud
5761,29,Not Fraud
6216,11,Fraud
4328,15,Not Fraud
6775,29,Fraud
564,13,Not Fraud
4293,28,Fraud
4982,13,Not Fraud
2268,3,Fraud
2681,23,Not Fraud
1999,24,Fraud
5426,24,Not Fraud
1064,3,Fraud
988,28,Not Fraud
1053,28,Fraud
6787,9,Not Fraud
5551,3,Fraud
5654,11,Not Fraud
4709,29,Fraud
2281,16,Not Fraud
3443,18,Fraud
5770,21,Not Fraud
6432,18,Fraud
6079,17,Not Fraud
5344,5,Fraud
926,12,Not Fraud
3929,28,Fraud
726,1,Not Fraud
6756,17,Fraud
2542,6,Not Fraud
461,29,Fraud
3192,10,Not Fraud
6272,30,Fraud
2816,8,Not Fraud
4535,30,Fraud
4382,15,Not Fraud
5318,29,Fraud
3800,12,Not Fraud
1899,26,Fraud
224,9,Not Fraud
6169,15,Fraud
5869,4,Not Fraud
2525,15,Fraud
5887,22,Not Fraud
2300,8,Fraud
4542,8,Not Fraud
6366,13,Fraud
3205,11,Not Fraud
5682,27,Fraud
3951,12,Not Fraud
3443,30,Fraud
1966,11,Not Fraud
5693,26,Fraud
3586,27,Not Fraud
6416,20,Fraud
2781,5,Not Fraud
2954,30,Fraud
5005,17,Not Fraud
2600,27,Fraud
393,1,Not Fraud
1514,26,Fraud
6517,30,Not Fraud
4167,29,Fraud
3038,24,Not Fraud
1725,16,Fraud
2783,19,Not Fraud
6062,25,Fraud
1742,5,Not Fraud
845,15,Fraud
3457,9,Not Fraud
6048,12,Fraud
655,28,Not Fraud
2093,5,Fraud
3303,26,Not Fraud
6752,19,Fraud
1049,16,Not Fraud
3204,9,Fraud
3955,21,Not Fraud
292,11,Fraud
4854,15,Not Fraud
4527,10,Fraud
1463,29,Not Fraud
5458,14,Fraud
4634,9,Not Fraud
5889,3,Fraud
6400,5,Not Fraud
1806,30,Fraud
2137,17,Not Fraud
5535,19,Fraud
4246,14,Not Fraud
3913,9,Fraud
1376,4,Not Fraud
4318,28,Fraud
1356,30,Not Fraud
452,13,Fraud
3681,26,Not Fraud
2751,22,Fraud
4564,2,Not Fraud
2398,29,Fraud
776,9,Not Fraud
5580,9,Fraud
1090,11,Not Fraud
772,8,Fraud
6348,18,Not Fraud
2870,20,Fraud
1628,15,Not Fraud
5351,19,Fraud
5002,19,Not Fraud
989,10,Fraud
5795,3,Not Fraud
4215,1,Fraud
232,13,Not Fraud
6270,26,Fraud
5683,30,Not Fraud
3828,8,Fraud
5624,10,Not Fraud
1202,3,Fraud
5690,14,Not Fraud
5560,8,Fraud
258,22,Not Fraud
266,12,Fraud
2299,28,Not Fraud
466,5,Fraud
6007,29,Not Fraud
981,4,Fraud
4851,26,Not Fraud
3782,10,Fraud
1205,6,Not Fraud
532,3,Fraud
558,11,Not Fraud
1555,8,Fraud
977,9,Not Fraud
317,20,Fraud
2500,1,Not Fraud
790,12,Fraud
1590,17,Not Fraud
2952,23,Fraud
5460,14,Not Fraud
2657,15,Fraud
789,26,Not Fraud
3618,12,Fraud
4662,25,Not Fraud
1386,10,Fraud
6198,6,Not Fraud
3812,12,Fraud
6508,15,Not Fraud
1877,16,Fraud
5435,1,Not Fraud
6644,22,Fraud
1089,16,Not Fraud
915,5,Fraud
2696,1,Not Fraud
5813,9,Fraud
1957,5,Not Fraud
2656,3,Fraud
4054,25,Not Fraud
4165,4,Fraud
2821,9,Not Fraud
2877,7,Fraud
6296,6,Not Fraud
5407,27,Fraud
259,23,Not Fraud
1257,14,Fraud
6505,26,Not Fraud
1920,1,Fraud
4750,11,Not Fraud
1367,5,Fraud
6255,8,Not Fraud
1131,26,Fraud
3327,14,Not Fraud
5943,4,Fraud
6218,25,Not Fraud
5530,4,Fraud
5852,21,Not Fraud
3942,17,Fraud
2316,23,Not Fraud
4113,18,Fraud
2280,17,Not Fraud
3446,4,Fraud
454,25,Not Fraud
2035,6,Fraud
449,11,Not Fraud
5709,10,Fraud
5979,9,Not Fraud
2779,13,Fraud
5282,26,Not Fraud
2570,22,Fraud
5396,15,Not Fraud
2198,2,Fraud
2476,13,Not Fraud
743,17,Fraud
4937,20,Not Fraud
1455,4,Fraud
6804,2,Not Fraud
578,12,Fraud
1523,1,Not Fraud
1871,20,Fraud
2582,8,Not Fraud
3716,29,Fraud
2069,3,Not Fraud
5344,14,Fraud
3468,26,Not Fraud
5661,7,Fraud
425,10,Not Fraud
1701,6,Fraud
3582,25,Not Fraud
3012,21,Fraud
6434,19,Not Fraud
1774,29,Fraud
6023,12,Not Fraud
3905,1,Fraud
3901,11,Not Fraud
3246,5,Fraud
5810,16,Not Fraud
1222,14,Fraud
5294,25,Not Fraud
3645,2,Fraud
4808,7,Not Fraud
1312,28,Fraud
2374,23,Not Fraud
5094,22,Fraud
5040,6,Not Fraud
4019,16,Fraud
1999,23,Not Fraud
5946,7,Fraud
3420,16,Not Fraud
693,29,Fraud
1840,16,Not Fraud
3309,9,Fraud
6029,10,Not Fraud
2675,11,Fraud
4986,17,Not Fraud
507,11,Fraud
1514,10,Not Fraud
1092,14,Fraud
4225,19,Not Fraud
2658,3,Fraud
265,4,Not Fraud
6669,18,Fraud
4069,19,Not Fraud
5434,22,Fraud
5677,4,Not Fraud
4654,25,Fraud
5870,30,Not Fraud
5844,3,Fraud
4227,19,Not Fraud
1273,30,Fraud
2646,14,Not Fraud
204,25,Fraud
4163,3,Not Fraud
5446,3,Fraud
3289,24,Not Fraud
2755,29,Fraud
6385,2,Not Fraud
977,5,Fraud
5078,6,Not Fraud
5953,9,Fraud
4325,4,Not Fraud
670,17,Fraud
3471,25,Not Fraud
1445,11,Fraud
5824,10,Not Fraud
3097,7,Fraud
6565,21,Not Fraud
233,27,Fraud
650,11,Not Fraud
1093,6,Fraud
1894,24,Not Fraud
4433,5,Fraud
1663,10,Not Fraud
4121,9,Fraud
2273,30,Not Fraud
5014,11,Fraud
6187,10,Not Fraud
4046,8,Fraud
2513,27,Not Fraud
3665,24,Fraud
2376,1,Not Fraud
907,30,Fraud
5066,16,Not Fraud
3945,20,Fraud
3799,2,Not Fraud
6457,20,Fraud
4912,28,Not Fraud
4867,3,Fraud
3137,29,Not Fraud
2065,26,Fraud
5530,9,Not Fraud
919,29,Fraud
333,13,Not Fraud
5482,20,Fraud
2927,5,Not Fraud
2092,8,Fraud
811,12,Not Fraud
6863,16,Fraud
1658,9,Not Fraud
3220,17,Fraud
3864,23,Not Fraud
5942,13,Fraud
4878,7,Not Fraud
2075,21,Fraud
3333,21,Not Fraud
3341,1,Fraud
2195,18,Not Fraud
6201,15,Fraud
4801,29,Not Fraud
4952,19,Fraud
6785,14,Not Fraud
1502,3,Fraud
2231,22,Not Fraud
1817,4,Fraud
4606,7,Not Fraud
3097,16,Fraud
2098,18,Not Fraud
3890,12,Fraud
2814,9,Not Fraud
886,27,Fraud
3801,23,Not Fraud
814,29,Fraud
5188,23,Not Fraud
3433,23,Fraud
2362,14,Not Fraud
765,11,Fraud
1891,23,Not Fraud
5710,14,Fraud
4309,17,Not Fraud
1784,14,Fraud
6289,28,Not Fraud
1967,5,Fraud
4536,13,Not Fraud
577,8,Fraud
4825,27,Not Fraud
1273,16,Fraud
493,5,Not Fraud
4048,14,Fraud
6520,9,Not Fraud
2796,30,Fraud
4207,20,Not Fraud
5782,25,Fraud
573,14,Not Fraud
6993,30,Fraud
4526,17,Not Fraud
4854,23,Fraud
6453,22,Not Fraud
1236,22,Fraud
3808,21,Not Fraud
1012,14,Fraud
942,22,Not Fraud
5998,16,Fraud
601,12,Not Fraud
4139,22,Fraud
6310,16,Not Fraud
3547,29,Fraud
3620,4,Not Fraud
3999,1,Fraud
5581,5,Not Fraud
3925,29,Fraud
222,17,Not Fraud
3173,19,Fraud
284,4,Not Fraud
4845,29,Fraud
1905,30,Not Fraud
3309,12,Fraud
6375,18,Not Fraud
3751,19,Fraud
2824,19,Not Fraud
2679,9,Fraud
5675,8,Not Fraud
6190,6,Fraud
3504,5,Not Fraud
5905,10,Fraud
2681,26,Not Fraud
1726,16,Fraud
2433,3,Not Fraud
1608,11,Fraud
5852,16,Not Fraud
6535,9,Fraud
2868,26,Not Fraud
2284,25,Fraud
4765,7,Not Fraud
2755,21,Fraud
6056,16,Not Fraud
3024,5,Fraud
501,5,Not Fraud
3581,26,Fraud
2140,19,Not Fraud
2758,4,Fraud
1931,16,Not Fraud
4389,1,Fraud
5675,19,Not Fraud
4819,20,Fraud
6782,19,Not Fraud
5038,23,Fraud
5856,5,Not Fraud
1059,2,Fraud
2529,14,Not Fraud
6650,5,Fraud
542,8,Not Fraud
2222,29,Fraud
808,3,Not Fraud
386,8,Fraud
929,8,Not Fraud
5601,5,Fraud
1439,28,Not Fraud
6832,1,Fraud
500,8,Not Fraud
476,1,Fraud
2655,26,Not Fraud
4938,28,Fraud
1298,29,Not Fraud
1547,26,Fraud
1526,18,Not Fraud
4394,7,Fraud
1975,6,Not Fraud
3874,12,Fraud
3765,27,Not Fraud
5779,1,Fraud
5113,8,Not Fraud
875,26,Fraud
1193,11,Not Fraud
4614,21,Fraud
1151,7,Not Fraud
4834,17,Fraud
5094,24,Not Fraud
5561,17,Fraud
2265,3,Not Fraud
4928,20,Fraud
1903,3,Not Fraud
3176,18,Fraud
5463,24,Not Fraud
4431,5,Fraud
